	Marker - Bat Handle			Marker - Bat Hands			Marker - Bat COM			Marker - Bat Top Cap			Marker - Bat Bottom Cap			Virtual Marker - End of Bat			Virtual Marker - Center of Bat		
	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
Index	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series
446	-664.441833	482.616943	1308.988647	-511.286316	652.157349	1609.955811	-429.919952	737.630798	1765.640015	-336.366302	844.912292	1966.961304	-392.664673	809.392944	2008.145752	-364.515503	827.152588	1987.553589	-514.478638	654.884766	1648.271118
447	-664.155884	482.547485	1309.6698	-510.36145	652.170532	1610.237305	-428.625519	737.706421	1765.718628	-334.608826	845.040771	1966.756592	-390.931641	809.655945	2008.094116	-362.770233	827.348328	1987.425415	-513.463074	654.947937	1648.547607
448	-663.865906	482.469421	1310.352539	-509.422729	652.183716	1610.511597	-427.318146	737.776428	1765.786865	-332.831482	845.16095	1966.538208	-389.1875	809.928589	2008.028687	-361.009491	827.5448	1987.283447	-512.437683	655.007141	1648.817993
449	-663.57196	482.38147	1311.035156	-508.470032	652.195435	1610.778564	-426.000763	737.842468	1765.844482	-331.036102	845.273254	1966.307251	-387.432281	810.208984	2007.949219	-359.234192	827.74115	1987.128174	-511.403076	655.06134	1649.081665
450	-663.274414	482.282104	1311.716064	-507.503326	652.204102	1611.03772	-424.675262	737.904907	1765.890381	-329.225708	845.378784	1966.064087	-385.66629	810.495117	2007.855713	-357.445984	827.936951	1986.959839	-510.360199	655.109558	1649.338013
451	-662.974426	482.169739	1312.394775	-506.522797	652.208008	1611.288452	-423.342621	737.962891	1765.923462	-327.404175	845.479736	1965.809937	-383.889862	810.784668	2007.748779	-355.647034	828.132202	1986.779419	-509.31073	655.15094	1649.587036
452	-662.673279	482.043304	1313.071045	-505.529022	652.205505	1611.530396	-422.002777	738.015686	1765.943481	-325.575348	845.579285	1965.545532	-382.102203	811.074707	2007.628906	-353.838776	828.326965	1986.58728	-508.256042	655.18512	1649.829102
453	-662.371704	481.902222	1313.745361	-504.522675	652.195435	1611.763062	-420.655457	738.062866	1765.950684	-323.743042	845.68042	1965.271729	-380.300568	811.361206	2007.496704	-352.02182	828.520813	1986.384277	-507.196747	655.211548	1650.064819
454	-662.070679	481.746246	1314.418457	-503.504578	652.177063	1611.985962	-419.299927	738.104858	1765.945801	-321.9104	845.785583	1964.989258	-378.481964	811.639954	2007.352417	-350.196167	828.712769	1986.170776	-506.133423	655.229492	1650.294556
455	-661.771362	481.574829	1315.091553	-502.475891	652.150513	1612.198853	-417.935669	738.142334	1765.929565	-320.079926	845.89624	1964.697876	-376.645782	811.909546	2007.196411	-348.362854	828.902893	1985.947144	-505.067108	655.238831	1650.519287
456	-661.473267	481.388	1315.765625	-501.438232	652.116577	1612.401978	-416.562073	738.175781	1765.902832	-318.253693	846.013306	1964.396851	-374.793976	812.171143	2007.028687	-346.523834	829.092224	1985.712769	-503.998566	655.240112	1650.739136
457	-661.174194	481.186859	1316.440796	-500.39325	652.076416	1612.596069	-415.17865	738.205261	1765.865967	-316.432556	846.137634	1964.085327	-372.928009	812.425049	2006.848999	-344.680267	829.281372	1985.467163	-502.927216	655.234131	1650.953979
458	-660.869751	480.973114	1317.116089	-499.34256	652.031372	1612.781982	-413.785034	738.230225	1765.81897	-314.616425	846.269653	1963.762573	-371.046783	812.669312	2006.656006	-342.831604	829.469482	1985.209229	-501.850677	655.221313	1651.16272
459	-660.555603	480.748413	1317.789063	-498.287384	651.982178	1612.960938	-412.381165	738.250488	1765.761719	-312.80423	846.409363	1963.427856	-369.14798	812.900818	2006.448486	-340.976105	829.65509	1984.93811	-500.765869	655.201721	1651.363525
460	-660.227783	480.513794	1318.457153	-497.228729	651.929565	1613.133911	-410.967499	738.265503	1765.694214	-310.993958	846.556152	1963.081299	-367.231232	813.119629	2006.225342	-339.11261	829.837891	1984.65332	-499.670197	655.175842	1651.555298
461	-659.884827	480.268768	1319.117554	-496.166962	651.873535	1613.302002	-409.544281	738.27478	1765.616089	-309.18338	846.708862	1962.722778	-365.299835	813.329529	2005.986572	-337.241608	830.019226	1984.354614	-498.563232	655.143982	1651.736084
462	-659.526978	480.011932	1319.768433	-495.101929	651.813965	1613.466064	-408.112091	738.277466	1765.527344	-307.370636	846.866333	1962.352539	-363.360077	813.537231	2005.733521	-335.365356	830.201782	1984.043091	-497.446167	655.106873	1651.905762
463	-659.15448	479.742065	1320.408936	-494.033142	651.75061	1613.626709	-406.672089	738.272949	1765.428223	-305.55365	847.026855	1961.970703	-361.418732	813.749573	2005.467529	-333.486206	830.388184	1983.719116	-496.320343	655.065125	1652.063965
464	-658.765747	479.459412	1321.039429	-492.960327	651.683228	1613.783936	-405.225739	738.261047	1765.319336	-303.730682	847.189514	1961.577026	-359.48172	813.97229	2005.190674	-331.606201	830.580872	1983.383911	-495.185974	655.020142	1652.21167
465	-658.358093	479.164978	1321.661133	-491.883484	651.611694	1613.938232	-403.774872	738.242859	1765.20166	-301.90036	847.354309	1961.170898	-357.553314	814.20929	2004.904541	-329.726837	830.781799	1983.03772	-494.04245	654.973389	1652.349487
466	-657.930176	478.858917	1322.275391	-490.802521	651.535522	1614.0896	-402.321686	738.220032	1765.076172	-300.061951	847.521729	1960.751465	-355.635956	814.462585	2004.610596	-327.848969	830.992126	1982.68103	-492.889587	654.925537	1652.478149
467	-657.484131	478.53894	1322.884033	-489.716766	651.453857	1614.237793	-400.867859	738.194092	1764.942505	-298.215546	847.692139	1960.318115	-353.729767	814.731689	2004.30957	-325.972656	831.211914	1982.313843	-491.728394	654.875427	1652.598999
468	-657.025024	478.200012	1323.48938	-488.624969	651.365479	1614.38208	-399.414001	738.165894	1764.799561	-296.361389	847.864868	1959.870117	-351.83255	815.014404	2004.001709	-324.096954	831.439636	1981.935913	-490.560974	654.819824	1652.712646
469	-656.558105	477.836334	1324.093872	-487.525238	651.268799	1614.520386	-397.959839	738.135742	1764.645874	-294.499817	848.038818	1959.407104	-349.94046	815.306763	2003.686401	-322.220154	831.672791	1981.546753	-489.38913	654.754578	1652.820313
470	-656.086426	477.443542	1324.69873	-486.416443	651.162354	1614.650391	-396.505188	738.104675	1764.480347	-292.631897	848.213379	1958.929199	-348.049988	815.604492	2003.363281	-320.340942	831.908936	1981.14624	-488.213684	654.67627	1652.922485
471	-655.608398	477.020325	1325.303711	-485.297363	651.044983	1614.769287	-395.050415	738.073792	1764.302734	-290.759399	848.38855	1958.436768	-346.159973	815.905823	2003.031982	-318.459686	832.147217	1980.734375	-487.034027	654.583801	1653.019043
472	-655.118774	476.568909	1325.907227	-484.167297	650.91626	1614.874756	-393.596008	738.043823	1764.113281	-288.884949	848.56488	1957.93103	-344.270844	816.209961	2002.691528	-316.577881	832.387451	1980.311279	-485.848328	654.47821	1653.109253
473	-654.609741	476.093811	1326.506836	-483.025757	650.776306	1614.965332	-392.141907	738.014771	1763.911743	-287.010986	848.743652	1957.413574	-342.381683	816.515137	2002.34082	-314.69635	832.629395	1979.877197	-484.653046	654.361633	1653.192017
474	-654.074341	475.59967	1327.099854	-481.87265	650.625793	1615.040039	-390.687347	737.98584	1763.698608	-285.139771	848.92627	1956.885376	-340.489319	816.817139	2001.977661	-312.814545	832.871704	1979.431519	-483.444458	654.235657	1653.265625
475	-653.508362	475.090027	1327.684692	-480.708038	650.466187	1615.099365	-389.23172	737.956055	1763.474121	-283.27356	849.114136	1956.347534	-338.590393	817.111816	2001.600342	-310.931976	833.112976	1978.973877	-482.220154	654.101501	1653.329346
476	-652.910156	474.567047	1328.260132	-479.532806	650.299072	1615.144287	-387.77536	737.924927	1763.239868	-281.414368	849.308228	1955.800171	-336.683655	817.397217	2001.207153	-309.049011	833.352722	1978.503662	-480.979584	653.9599	1653.381836
477	-652.279785	474.032043	1328.825684	-478.347931	650.12561	1615.176147	-386.319794	737.892944	1762.997681	-279.563965	849.509521	1955.243286	-334.769653	817.672485	2000.797119	-307.166809	833.591003	1978.020142	-479.723297	653.811523	1653.422852
478	-651.618408	473.485657	1329.381592	-477.153809	649.945923	1615.195801	-384.866425	737.861328	1762.748779	-277.723358	849.71814	1954.676392	-332.849243	817.937134	2000.369385	-305.286285	833.827637	1977.522827	-478.452332	653.656677	1653.452271
479	-650.929077	472.927979	1329.928223	-475.950317	649.75946	1615.203491	-383.416046	737.831055	1762.493286	-275.893097	849.934082	1954.098999	-330.923492	818.191772	1999.924438	-303.408295	834.062927	1977.011719	-477.168671	653.495483	1653.469971
480	-650.214722	472.358643	1330.466431	-474.737732	649.565308	1615.199097	-381.968719	737.802124	1762.230469	-274.073273	850.157471	1953.510498	-328.994873	818.438232	1999.463501	-301.534058	834.297852	1976.486938	-475.87439	653.328247	1653.476685
481	-649.477783	471.777374	1330.997192	-473.516907	649.362976	1615.183105	-380.524048	737.773682	1761.95874	-272.264069	850.389038	1952.910034	-327.066833	818.67926	1998.987793	-299.665436	834.53418	1975.948853	-474.571594	653.155762	1653.473022
482	-648.719116	471.18396	1331.520996	-472.288818	649.1521	1615.156494	-379.081543	737.744629	1761.67688	-270.465668	850.629333	1952.296753	-325.142578	818.916748	1998.498535	-297.804108	834.773071	1975.397583	-473.261597	652.978516	1653.459351
483	-647.938354	470.578674	1332.038086	-471.054657	648.931641	1615.119507	-377.640808	737.714111	1761.383545	-268.677979	850.878357	1951.669312	-323.224945	819.152039	1997.996216	-295.951477	835.015198	1974.832764	-471.944916	652.796936	1653.435425
484	-647.134399	469.962097	1332.547852	-469.81485	648.700195	1615.071655	-376.201782	737.681824	1761.078369	-266.901093	851.134705	1951.026489	-321.316406	819.386597	1997.481812	-294.108734	835.260681	1974.25415	-470.621582	652.611389	1653.401001
485	-646.306274	469.334686	1333.048828	-468.569061	648.456177	1615.011597	-374.764709	737.647949	1760.760986	-265.135742	851.396118	1950.367432	-319.418701	819.621399	1996.955322	-292.277222	835.508789	1973.661377	-469.291748	652.421753	1653.355103
486	-645.453491	468.696716	1333.539429	-467.317169	648.198242	1614.9375	-373.330078	737.61322	1760.431641	-263.382965	851.660095	1949.691528	-317.53302	819.857178	1996.41687	-290.457977	835.758667	1973.054199	-467.955719	652.227722	1653.296875
487	-644.576172	468.047974	1334.017334	-466.05957	647.926025	1614.848267	-371.898682	737.578613	1760.090576	-261.644165	851.924316	1948.999023	-315.661713	820.096436	1995.866089	-288.652924	836.010376	1972.432495	-466.614532	652.029175	1653.224976
488	-643.674683	467.387756	1334.47998	-464.797058	647.639648	1614.74292	-370.471191	737.544312	1759.73877	-259.921326	852.187134	1948.290649	-313.80896	820.343323	1995.303101	-286.865143	836.265259	1971.796875	-465.269897	651.826538	1653.138428
489	-642.748718	466.715576	1334.924927	-463.530884	647.340332	1614.62146	-369.047943	737.509277	1759.376221	-258.216339	852.447998	1947.567261	-311.979126	820.602539	1994.727783	-285.097717	836.525269	1971.147461	-463.923218	651.620422	1653.036133
490	-641.798523	466.030701	1335.35022	-462.262756	647.029053	1614.484619	-367.628448	737.471741	1759.003296	-256.530945	852.707153	1946.831299	-310.175293	820.876709	1994.139771	-283.353119	836.791931	1970.485596	-462.575836	651.411316	1652.917847
491	-640.825806	465.331238	1335.754272	-460.994598	646.706787	1614.33374	-366.211151	737.429199	1758.619385	-254.866333	852.964966	1946.085938	-308.399567	821.167114	1993.538452	-281.632965	837.06604	1969.812256	-461.229401	651.198608	1652.783203
492	-639.835327	464.61377	1336.13623	-459.728546	646.374878	1614.169922	-364.794708	737.379089	1758.222534	-253.222198	853.221802	1945.334473	-306.653564	821.473755	1992.92334	-279.937897	837.347778	1969.128906	-459.886627	650.980774	1652.632568
493	-638.834229	463.87323	1336.495239	-458.466583	646.034668	1613.994873	-363.378754	737.319885	1757.810181	-251.596985	853.477661	1944.578491	-304.937836	821.794922	1992.293701	-278.267395	837.636292	1968.436035	-458.550812	650.754761	1652.465576
494	-637.831177	463.104095	1336.831177	-457.210419	645.687439	1613.809204	-361.96402	737.251282	1757.37915	-249.988617	853.732422	1943.818237	-303.252014	822.127441	1991.648926	-276.620331	837.929932	1967.733643	-457.225769	650.517029	1652.282349
495	-636.832764	462.301758	1337.144531	-455.960571	645.33374	1613.613281	-360.551727	737.173706	1756.926392	-248.395142	853.985962	1943.052124	-301.59613	822.468079	1990.989014	-274.995636	838.22699	1967.02063	-455.914215	650.264343	1652.08252
496	-635.842407	461.463593	1337.436035	-454.716309	644.973511	1613.406738	-359.143188	737.088074	1756.450073	-246.815491	854.237976	1942.277832	-299.970886	822.815308	1990.31543	-273.393188	838.526672	1966.296631	-454.617798	649.995117	1651.866333
497	-634.858826	460.589172	1337.706665	-453.476135	644.606567	1613.188232	-357.739868	736.995544	1755.948608	-245.249908	854.488403	1941.49231	-298.37677	823.167969	1989.630127	-271.813354	838.828186	1965.561279	-453.33609	649.708679	1651.633911
498	-633.876709	459.680481	1337.956421	-452.238403	644.232056	1612.956787	-356.343445	736.897827	1755.421509	-243.699677	854.737305	1940.692627	-296.813477	823.52417	1988.934692	-270.256592	839.130737	1964.813721	-452.06665	649.405579	1651.38501
499	-632.887878	458.74054	1338.185303	-451.001678	643.849365	1612.711182	-354.955872	736.797119	1754.869629	-242.166779	854.985474	1939.876709	-295.280914	823.883057	1988.229248	-268.723846	839.434265	1964.052979	-450.805847	649.087402	1651.119141
500	-631.884338	457.772491	1338.393311	-449.765289	643.457825	1612.450073	-353.579102	736.695679	1754.294922	-240.654236	855.233765	1939.043213	-293.780029	824.244324	1987.512695	-267.217133	839.739014	1963.277954	-449.550751	648.755737	1650.835571
501	-630.858948	456.779266	1338.57959	-448.529205	643.057495	1612.172485	-352.215027	736.59613	1753.700439	-239.165924	855.483154	1938.191895	-292.312012	824.608643	1986.782715	-265.738953	840.045898	1962.487305	-448.29895	648.412598	1650.533447
502	-629.805969	455.763763	1338.743286	-447.293915	642.64856	1611.877441	-350.865906	736.500977	1753.0896	-237.706421	855.73468	1937.323486	-290.876801	824.975769	1986.036011	-264.291626	840.355225	1961.67981	-447.048798	648.059509	1650.211548
503	-628.72168	454.728271	1338.883179	-446.059692	642.230835	1611.563843	-349.534088	736.412476	1752.465942	-236.28006	855.989197	1936.438477	-289.473389	825.344238	1985.269531	-262.876709	840.666748	1960.854004	-445.799194	647.69751	1649.86853
504	-627.604004	453.674408	1338.998169	-444.82666	641.80365	1611.230103	-348.221344	736.331665	1751.83313	-234.891083	856.247681	1935.536865	-288.100677	825.712646	1984.480103	-261.49588	840.980164	1960.008423	-444.549957	647.327271	1649.503296
505	-626.45166	452.603668	1339.086426	-443.595215	641.366089	1610.874756	-346.928619	736.258606	1751.193726	-233.543365	856.511597	1934.61853	-286.758026	826.079956	1983.665527	-260.150696	841.295776	1959.141968	-443.301178	646.949707	1649.114258
506	-625.264648	451.516602	1339.146118	-442.366272	640.917053	1610.496094	-345.656708	736.191772	1750.548828	-232.24057	856.782104	1933.682739	-285.445526	826.44519	1982.824097	-258.843048	841.613647	1958.253418	-442.053833	646.565125	1648.699829
507	-624.044312	450.412292	1339.176392	-441.141144	640.455505	1610.092651	-344.407135	736.127563	1749.897217	-230.98584	857.060425	1932.729492	-284.16394	826.808289	1981.954956	-257.57489	841.934387	1957.342163	-440.809601	646.17334	1648.259277
508	-622.793579	449.288818	1339.177002	-439.921356	639.980591	1609.66272	-343.181976	736.060425	1749.236694	-229.781464	857.34729	1931.759277	-282.915161	827.169434	1981.05835	-256.348297	842.258362	1956.408813	-439.570953	645.77356	1647.792847
509	-621.51416	448.144592	1339.148193	-438.708282	639.492065	1609.204712	-341.983185	735.984436	1748.564453	-228.629364	857.644043	1930.772339	-281.703247	827.530334	1980.136108	-255.166306	842.587158	1955.454224	-438.34024	645.365906	1647.30127
510	-620.206604	446.978729	1339.089478	-437.50296	638.989746	1608.717529	-340.812622	735.895691	1747.878174	-227.531097	857.951843	1929.769165	-280.534149	827.894348	1979.190796	-254.032623	842.923096	1954.47998	-437.119629	644.950928	1646.784668
511	-618.87085	445.790588	1339.000244	-436.305603	638.473267	1608.200562	-339.671448	735.793335	1747.175659	-226.487335	858.271912	1928.749634	-279.414459	828.265381	1978.225708	-252.950897	843.268677	1953.487671	-435.910889	644.529602	1646.243896
512	-617.507751	444.578918	1338.879883	-435.116272	637.942139	1607.653687	-338.560181	735.679077	1746.455078	-225.497803	858.60498	1927.7146	-278.349854	828.647095	1977.243774	-251.923828	843.626038	1952.479126	-434.71579	644.102478	1645.679443
513	-616.118835	443.342041	1338.727417	-433.935059	637.395996	1607.077148	-337.479187	735.556274	1745.715332	-224.56131	858.950989	1926.664429	-277.343811	829.040466	1976.246948	-250.95256	843.995728	1951.455688	-433.535706	643.668884	1645.091553
514	-614.705261	442.078613	1338.542236	-432.762756	636.834839	1606.471069	-336.429443	735.428711	1744.955933	-223.676147	859.309387	1925.599487	-276.3974	829.443909	1975.236694	-250.036774	844.376648	1950.418091	-432.371033	643.2276	1644.480103
515	-613.266907	440.787781	1338.32312	-431.600525	636.258911	1605.835449	-335.412415	735.299561	1744.176392	-222.841339	859.679321	1924.520264	-275.510071	829.854004	1974.213867	-249.175705	844.766663	1949.367065	-431.221313	642.777222	1643.845093
516	-611.802673	439.468811	1338.068237	-430.450348	635.669617	1605.170166	-334.430176	735.1698	1743.375732	-222.057648	860.060364	1923.427612	-274.68045	830.266663	1973.178223	-248.369049	845.163513	1948.302856	-430.085846	642.316162	1643.185547
517	-610.311157	438.120667	1337.775635	-429.314056	635.06897	1604.475098	-333.485199	735.038696	1742.552734	-221.327362	860.452759	1922.32312	-273.906647	830.678284	1972.12915	-247.617004	845.565552	1947.226074	-428.964081	641.843079	1642.500854
518	-608.791748	436.742065	1337.443726	-428.193512	634.459229	1603.750854	-332.579987	734.904663	1741.705566	-220.653595	860.856873	1921.207886	-273.187378	831.085999	1971.065186	-246.920486	845.971436	1946.136475	-427.85611	641.35675	1641.790161
519	-607.244629	435.331909	1337.071899	-427.090057	633.841919	1602.997803	-331.7164	734.766418	1740.832886	-220.039673	861.272461	1920.082642	-272.523041	831.489014	1969.985107	-246.281357	846.380737	1945.033936	-426.763	640.856323	1641.052979
520	-605.670776	433.889374	1336.659912	-426.004517	633.21814	1602.216675	-330.894989	734.623352	1739.934082	-219.487946	861.69873	1918.947754	-271.916107	831.888245	1968.887451	-245.702026	846.793518	1943.917603	-425.686401	640.341431	1640.288818
521	-604.071289	432.413666	1336.208252	-424.93689	632.588135	1601.409058	-330.114716	734.474487	1739.009155	-218.999664	862.134216	1917.803101	-271.370178	832.285156	1967.770996	-245.184921	847.209656	1942.787109	-424.628113	639.811646	1639.497681
522	-602.447754	430.903961	1335.717041	-423.887146	631.952087	1600.57666	-329.373016	734.318542	1738.05896	-218.57489	862.576782	1916.648193	-270.889282	832.681702	1966.635132	-244.732086	847.629211	1941.641724	-423.589905	639.266602	1638.679443
523	-600.800842	429.359283	1335.186157	-422.85498	631.309814	1599.720703	-328.666473	734.153687	1737.084229	-218.212585	863.024109	1915.482178	-270.477051	833.079773	1965.479126	-244.344818	848.051941	1940.480713	-422.572845	638.705627	1637.833374
524	-599.130432	427.778442	1334.614624	-421.840179	630.660828	1598.842041	-327.991577	733.978027	1736.085449	-217.911652	863.474182	1914.303955	-270.136078	833.480957	1964.301636	-244.023865	848.477539	1939.302856	-421.577148	638.127991	1636.95874
525	-597.435547	426.160126	1334.000977	-420.842133	630.004761	1597.94104	-327.345215	733.790222	1735.063232	-217.671661	863.925293	1913.112305	-269.868134	833.886353	1963.101929	-243.769897	848.905823	1938.107056	-420.602722	637.532959	1636.054077
526	-595.715698	424.50296	1333.344238	-419.860382	629.341248	1597.017456	-326.725281	733.590332	1734.018188	-217.49292	864.376343	1911.905762	-269.674683	834.296509	1961.879639	-243.583801	849.336426	1936.8927	-419.64975	636.919678	1635.11853
527	-593.971008	422.805969	1332.643555	-418.894073	628.669678	1596.071289	-326.130859	733.379272	1732.950684	-217.376648	864.826538	1910.682739	-269.558289	834.712585	1960.635376	-243.467468	849.769531	1935.659058	-418.719238	636.287781	1634.151367
528	-592.200745	421.069061	1331.89856	-417.942139	627.98877	1595.101807	-325.562622	733.158569	1731.860962	-217.325073	865.275513	1909.441528	-269.522858	835.136353	1959.370117	-243.423965	850.205933	1934.405762	-417.812347	635.637512	1633.1521
529	-590.402588	419.293243	1331.108398	-417.003235	627.296875	1594.10791	-325.022827	732.929321	1730.749146	-217.341553	865.723694	1908.18103	-269.57251	835.569519	1958.084351	-243.457031	850.646606	1933.13269	-416.92981	634.96991	1632.120605
530	-588.571777	417.480377	1330.271484	-416.075684	626.591309	1593.087769	-324.514465	732.692383	1729.615234	-217.430634	866.172119	1906.901611	-269.711731	836.014282	1956.778442	-243.571182	851.093201	1931.840088	-416.071472	634.286804	1631.055786
531	-586.700745	415.633331	1329.385254	-415.157166	625.868225	1592.038574	-324.04129	732.448181	1728.457886	-217.598083	866.622314	1905.60376	-269.945892	836.473755	1955.45166	-243.771988	851.548035	1930.52771	-415.236359	633.590698	1629.956421
532	-584.779358	413.756073	1328.447144	-414.24527	625.123535	1590.956177	-323.60733	732.196106	1727.274536	-217.850403	867.076233	1904.289063	-270.280518	836.950867	1954.102905	-244.06546	852.01355	1929.195923	-414.422424	632.884827	1628.821533
533	-582.796143	411.853149	1327.453857	-413.338226	624.353821	1589.835693	-323.216583	731.934937	1726.060913	-218.193878	867.535889	1902.957764	-270.719696	837.446472	1952.730469	-244.456787	852.491211	1927.844116	-413.626465	632.17218	1627.648926
534	-580.741638	409.92749	1326.401611	-412.435089	623.556885	1588.672119	-322.872894	731.663574	1724.812744	-218.633972	868.002808	1901.610229	-271.265625	837.958984	1951.331909	-244.949799	852.980896	1926.471069	-412.845703	631.454224	1626.436401
535	-578.610413	407.979553	1325.286865	-411.535858	622.732178	1587.460815	-322.579926	731.381348	1723.526367	-219.175415	868.477661	1900.245605	-271.918854	838.485352	1949.904663	-245.547134	853.481506	1925.075195	-412.078766	630.73053	1625.18103
536	-576.400818	406.007019	1324.106201	-410.641174	621.880371	1586.198242	-322.340851	731.088867	1722.198608	-219.821289	868.960022	1898.863037	-272.678558	839.020691	1948.446289	-246.249924	853.990356	1923.654663	-411.325378	629.998657	1623.880371
537	-574.114014	404.005981	1322.857056	-409.751953	621.002319	1584.880737	-322.158539	730.788086	1720.827759	-220.57312	869.448364	1897.460083	-273.543488	839.559326	1946.954224	-247.058304	854.503845	1922.207153	-410.586151	629.254883	1622.532104
538	-571.75177	401.971893	1321.537476	-408.86908	620.098511	1583.505371	-322.035828	730.481506	1719.413574	-221.431396	869.940552	1896.033691	-274.513062	840.09552	1945.42627	-247.972229	855.018005	1920.72998	-409.862	628.494934	1621.133667
539	-569.316162	399.900238	1320.14624	-407.993713	619.169067	1582.069458	-321.974792	730.171509	1717.956665	-222.396179	870.434265	1894.579468	-275.58847	840.624207	1943.860718	-248.992325	855.529236	1919.220093	-409.154236	627.714722	1619.683228
540	-566.808655	397.786804	1318.682129	-407.12735	618.213928	1580.570923	-321.976318	729.859253	1716.457886	-223.468079	870.927246	1893.093018	-276.771576	841.140198	1942.255981	-250.119827	856.033752	1917.674438	-408.464233	626.910278	1618.178223
541	-564.230347	395.627716	1317.144043	-406.271271	617.232422	1579.008179	-322.040344	729.544006	1714.916992	-224.648865	871.416992	1891.570313	-278.063873	841.636597	1940.610596	-251.356369	856.526794	1916.090454	-407.793365	626.077271	1616.61731
542	-561.581543	393.419495	1315.530396	-405.427094	616.223755	1577.380737	-322.166382	729.223877	1713.332764	-225.941223	871.900635	1890.008545	-279.466583	842.106018	1938.922241	-252.703903	857.003296	1914.465454	-407.142731	625.211365	1614.997925
543	-558.861938	391.159302	1313.839844	-404.597076	615.187134	1575.689087	-322.353638	728.89502	1711.702393	-227.349365	872.375366	1888.40564	-280.982819	842.542908	1937.188599	-254.166092	857.459167	1912.797119	-406.514008	624.309204	1613.318481
544	-556.07019	388.845032	1312.070557	-403.784424	614.122559	1573.934692	-322.601013	728.55188	1710.021973	-228.878967	872.838501	1886.759766	-282.61734	842.942932	1935.40686	-255.748154	857.890747	1911.083252	-405.90918	623.36792	1611.576904
545	-553.204407	386.474915	1310.220581	-402.992859	613.030273	1572.119873	-322.907532	728.187256	1708.287598	-230.536133	873.287415	1885.068115	-284.374786	843.301514	1933.572754	-257.455444	858.294495	1909.320435	-405.329926	622.384705	1609.770508
546	-550.261414	384.047211	1308.286987	-402.226379	611.910828	1570.246826	-323.273102	727.793091	1706.494141	-232.326599	873.718811	1883.32666	-286.259064	843.614197	1931.681274	-259.292816	858.666504	1907.503906	-404.77713	621.356873	1607.895386
547	-547.236572	381.559479	1306.265869	-401.487671	610.76416	1568.315796	-323.698822	727.361633	1704.636963	-234.255737	874.129822	1881.531006	-288.274933	843.878296	1929.726929	-261.26535	859.004028	1905.629028	-404.250946	620.281738	1605.94751
548	-544.123474	379.008942	1304.153198	-400.777466	609.588257	1566.324585	-324.187164	726.886841	1702.711304	-236.328125	874.518372	1879.677002	-290.428558	844.093994	1927.705078	-263.378357	859.306152	1903.69104	-403.750916	619.157532	1603.922119
549	-540.915344	376.392548	1301.944946	-400.093842	608.378296	1564.268433	-324.741791	726.364746	1700.713013	-238.548157	874.882874	1877.761719	-292.72702	844.262512	1925.610596	-265.637573	859.572693	1901.686157	-403.276459	617.982605	1601.815552
550	-537.606323	373.707123	1299.637451	-399.432892	607.127197	1562.140015	-325.367584	725.79303	1698.638794	-240.92041	875.221252	1875.781738	-295.176666	844.38446	1923.438232	-268.048523	859.802856	1899.609985	-402.827423	616.755005	1599.623779
551	-534.192261	370.949554	1297.227539	-398.789642	605.826416	1559.930786	-326.070648	725.170959	1696.48645	-243.449402	875.53009	1873.7323	-297.783356	844.459045	1921.182495	-270.616364	859.994568	1897.457397	-402.404327	615.472046	1597.342407
552	-530.670654	368.11673	1294.712769	-398.159698	604.467651	1557.631104	-326.857452	724.499146	1694.255127	-246.140137	875.805115	1871.607544	-300.553619	844.484741	1918.83728	-273.346863	860.144958	1895.222412	-402.008759	614.130859	1594.967529
553	-527.03949	365.205444	1292.090576	-397.539063	603.042725	1555.232056	-327.734009	723.779419	1691.942993	-248.998291	876.041443	1869.401855	-303.495636	844.460327	1916.397095	-276.246979	860.250854	1892.899536	-401.643219	612.728149	1592.495117
554	-523.295105	362.212799	1289.358154	-396.925659	601.54541	1552.726074	-328.704529	723.012817	1689.546753	-252.029846	876.233337	1867.110107	-306.618927	844.384277	1913.856323	-279.324402	860.308777	1890.483276	-401.309753	611.260803	1589.920776
555	-519.431091	359.136108	1286.512207	-396.320313	599.972107	1550.108521	-329.771667	722.197876	1687.061157	-255.240601	876.37384	1864.727051	-309.932648	844.253601	1911.209229	-282.586609	860.313721	1887.96814	-401.00885	609.724915	1587.240234
556	-515.43988	355.972473	1283.548462	-395.725647	598.32135	1547.376587	-330.936829	721.329224	1684.479004	-258.636108	876.455139	1862.24585	-313.443085	844.061462	1908.44873	-286.039612	860.258301	1885.34729	-400.739746	608.115417	1584.447876
557	-511.312714	352.719177	1280.461914	-395.144928	596.592041	1544.52832	-332.200317	720.398132	1681.79126	-262.222351	876.468567	1859.658203	-317.152863	843.796143	1905.565796	-289.687592	860.132385	1882.611938	-400.500153	606.425781	1581.536987
558	-507.039093	349.37381	1277.247192	-394.579071	594.781982	1541.560425	-333.562012	719.393677	1678.987305	-266.005981	876.404968	1856.955078	-321.063141	843.443237	1902.550293	-293.534576	859.924072	1879.752686	-400.286835	604.648926	1578.499878
